Project Key,Project Name,Story Key,Status,Priority,Created,Summary
ET,BitCode Team,ET-13968,Finalizada,Highest,2023-10-09T15:46:20.984-0600,Pruebas funcionales de afiliados configurados
ET,BitCode Team,ET-13967,Finalizada,Highest,2023-10-09T15:46:08.155-0600,Configuracion de afiliados
ET,BitCode Team,ET-13966,Finalizada,Highest,2023-10-09T15:45:54.975-0600,MS Reconciliation: continuacion configuracion anidada de asiento contable
ET,BitCode Team,ET-13963,Finalizada,Highest,2023-10-09T15:44:02.911-0600,Migrar a JAVA 17 MS PAYMENT
ET,BitCode Team,ET-13962,Finalizada,Highest,2023-10-09T15:41:06.293-0600,Migrar a JAVA 17 MS SETTLE
ET,BitCode Team,ET-13961,Finalizada,Highest,2023-10-09T15:40:42.785-0600,Migrar a JAVA 17 MS USER
ET,BitCode Team,ET-13960,Finalizada,Highest,2023-10-09T15:40:07.387-0600,Migrar a JAVA 17 MS DISPATCHER
ET,BitCode Team,ET-13959,Finalizada,Highest,2023-10-09T15:34:21.243-0600,Migrar a JAVA 17 MS SECURITY
ET,BitCode Team,ET-13958,Finalizada,Highest,2023-10-09T15:33:45.059-0600,Migrar a JAVA 17 MS MANTENAINCE
ET,BitCode Team,ET-13957,Finalizada,Highest,2023-10-09T15:33:19.591-0600,Migrar a JAVA 17 MS REPORT
ET,BitCode Team,ET-13956,Finalizada,Highest,2023-10-09T15:31:22.429-0600,Migrar a JAVA 17 MS AUDIT
ET,BitCode Team,ET-13955,Finalizada,Highest,2023-10-09T15:30:43.409-0600,Migrar a JAVA 17 MS RECONCILIATIÓN
ET,BitCode Team,ET-13954,Finalizada,Highest,2023-10-09T15:30:29.881-0600,Migrar a JAVA 17 MS ALERT
ET,BitCode Team,ET-13953,Finalizada,Highest,2023-10-09T15:29:34.567-0600,Migrar a JAVA 17 MS CORE
OS,OPC Squad,OS-10729,Cancelado,Highest,2023-10-06T16:52:58.802-0600,Servicio para gestiones de CA
OS,OPC Squad,OS-10727,Cancelado,Highest,2023-10-06T16:28:20.476-0600,Gestión para liquidación por patronos automática
OS,OPC Squad,OS-10726,Cancelado,Highest,2023-10-06T16:18:36.379-0600,Servicio de cumplimiento requisitos FCL en BEL
OS,OPC Squad,OS-10725,Cancelado,Highest,2023-10-06T16:14:36.785-0600,Consulta de liquidación por patronos
OS,OPC Squad,OS-10723,Cancelado,Highest,2023-10-06T15:51:55.787-0600,Crear servicio para generar reporte movimientos en BEL
OS,OPC Squad,OS-10722,Cancelado,Highest,2023-10-06T15:48:42.149-0600,Crear consulta de movimientos de cuentas por rangos de fechas
OS,OPC Squad,OS-10720,Tareas por hacer,Highest,2023-10-06T15:25:47.220-0600,Crear servicio para aportes por medio de App Móvil
DFD,Defenders,DFD-4576,Finalizada,Highest,2023-10-06T12:03:08.426-0600,Crear el mantenimiento de operadores de una condición
DFD,Defenders,DFD-4575,Finalizada,Highest,2023-10-06T12:01:30.283-0600,Crear el mantenimiento de condiciones para evaluar las reglas
OS,OPC Squad,OS-10708,Cancelado,Highest,2023-10-06T10:35:22.988-0600,Revisión campo modificador por
ET,BitCode Team,ET-13918,Finalizada,Highest,2023-10-06T09:55:17.022-0600,Colonizacion y Dolarizacion de montos en afiliados
ET,BitCode Team,ET-13917,Finalizada,Highest,2023-10-06T09:54:48.201-0600,Colonizacion y Dolarizacion de montos en corresponsales
ET,BitCode Team,ET-13916,Finalizada,Highest,2023-10-06T09:54:33.376-0600,Calculo de comision de corresponsal
ET,BitCode Team,ET-13915,Finalizada,Highest,2023-10-06T09:54:25.479-0600,Ajustes en description de afiliado y referencia
PP,Bug Hunters,PP-9890,Finalizada,Highest,2023-10-06T09:32:32.702-0600,Revisión de facturas de custodia
PP,Bug Hunters,PP-9889,Finalizada,Highest,2023-10-06T09:17:22.477-0600,Modificar mantenimiento notas de reportes
PP,Bug Hunters,PP-9888,Finalizada,Highest,2023-10-06T09:13:45.747-0600,Generación contable de partidas de comisiones nuevas
ADI,Investor,ADI-8921,Finalizada,Highest,2023-10-06T07:37:57.051-0600,Reversar carga de cuentas PIAF
PP,Bug Hunters,PP-9886,Finalizada,Highest,2023-10-05T17:28:11.447-0600,Modificar correo de instrucciones de clientes etapa 2
OS,OPC Squad,OS-10694,Cancelado,Highest,2023-10-05T13:17:59.685-0600,Crear servicio para gestiones de actualización de BEL
OS,OPC Squad,OS-10693,Cancelado,Highest,2023-10-05T12:56:38.202-0600,Ajustar pantallas de gestiones de actualización de beneficiarios
OS,OPC Squad,OS-10692,Tareas por hacer,Highest,2023-10-05T11:59:54.186-0600,Notificación a clientes por inicio de transición y/o cambio
OS,OPC Squad,OS-10691,Tareas por hacer,Highest,2023-10-05T11:51:05.520-0600,Validaciones para Libre Transferencia para clientes en transición o cambio de condiciones.
OS,OPC Squad,OS-10689,Finalizada,Highest,2023-10-05T11:44:33.524-0600,Crear Matriz Validaciones con segregación funciones
OS,OPC Squad,OS-10687,Finalizada,Highest,2023-10-05T11:35:12.274-0600,Restricciones apertura contratos por transición
OS,OPC Squad,OS-10686,Tareas por hacer,Highest,2023-10-05T11:30:01.243-0600,Ajustar pantallas de gestiones
ADI,Investor,ADI-8917,Finalizada,Highest,2023-10-04T13:31:23.945-0600,Ajuste en ingreso de retiros colectivos
ADI,Investor,ADI-8913,Finalizada,Highest,2023-10-04T11:26:43.566-0600,Corregir proceso que inserta histórico rendimientos
PP,Bug Hunters,PP-9872,Finalizada,Highest,2023-10-03T17:16:50.212-0600,Crear reporte de triangulación anexo 12
PP,Bug Hunters,PP-9856,Finalizada,Highest,2023-10-03T16:29:39.792-0600,Crear pantalla de triangulaciones de anexos
PP,Bug Hunters,PP-9843,Finalizada,Highest,2023-10-03T08:41:31.341-0600,Activación de cuentas de posición para Ventas en Comercializadora
DFD,Defenders,DFD-4559,Finalizada,Highest,2023-10-02T14:21:25.079-0600,Reglas para identificar si un dato está actualizado
OS,OPC Squad,OS-10666,Finalizada,Highest,2023-10-02T12:08:48.624-0600,Validación OAUTH
OS,OPC Squad,OS-10664,Finalizada,Highest,2023-10-02T10:43:01.102-0600,Revisión y ajuste en error en datos en columnas cierre F05
OS,OPC Squad,OS-10663,Tareas por hacer,Highest,2023-10-02T10:38:39.412-0600,"Generación de Estados Financieros (Resultados, Cambios y Flujo)"
OS,OPC Squad,OS-10662,Finalizada,Highest,2023-10-02T09:42:52.752-0600,Documentación para procesamiento SAP 
OS,OPC Squad,OS-10660,Finalizada,Highest,2023-10-02T09:30:32.812-0600,Ajustes pantalla Análisis de Productos
OS,OPC Squad,OS-10659,Tareas por hacer,Highest,2023-10-02T09:21:45.817-0600,Generación de Estados Financieros
OS,OPC Squad,OS-10658,Finalizada,Highest,2023-10-02T09:15:10.097-0600,Pruebas Historias Beneficios
OS,OPC Squad,OS-10650,Finalizada,Highest,2023-10-02T08:21:38.472-0600,Ajustes a validación pantallas en conflicto
OS,OPC Squad,OS-10649,Finalizada,Highest,2023-10-02T08:15:28.497-0600,Ajustes campos módulos cuentas bancarias
ET,BitCode Team,ET-13913,Finalizada,Highest,2023-09-29T14:03:58.578-0600,Migrar MS Common Notifications a Java 17
OS,OPC Squad,OS-10648,Finalizada,Highest,2023-09-29T12:35:11.266-0600,Ajustar pantalla de firma de adendum
OS,OPC Squad,OS-10644,Finalizada,Highest,2023-09-29T08:07:36.403-0600,Unificación JOBs por empresa
ADI,Investor,ADI-8894,Finalizada,Highest,2023-09-27T16:25:44.830-0600,Ajuste en servicios de rendimientos de BEL
WP,Scrumverse,WP-2515,Finalizada,Highest,2023-09-27T15:46:58.384-0600,Ajuste para mostrar componentes según rol
OS,OPC Squad,OS-10633,Finalizada,Highest,2023-09-27T11:15:15.565-0600,Ajuste a la pantalla inclusión beneficiarios
DFD,Defenders,DFD-4555,Finalizada,Highest,2023-09-27T10:06:06.785-0600,Crear mantenimiento de documentos
DFD,Defenders,DFD-4554,Finalizada,Highest,2023-09-27T10:05:57.667-0600,Crear el mantenimiento de configuración de columnas
OS,OPC Squad,OS-10632,Finalizada,Highest,2023-09-27T09:31:03.189-0600,Gestiones para cuentas con distribución
ET,BitCode Team,ET-13912,Finalizada,Highest,2023-09-26T17:05:15.601-0600,ACTUALIZAR URL DE DESCARGA DE ARCHIVOS DEL BOLBSTORAGE
PP,Bug Hunters,PP-9827,Finalizada,Highest,2023-09-26T15:43:25.741-0600,Ajuste en anexo 62 para leer históricos de anexos
PP,Bug Hunters,PP-9826,Finalizada,Highest,2023-09-26T15:43:06.497-0600,Ajuste en mantenimiento de partidas manuales
PP,Bug Hunters,PP-9825,Finalizada,Highest,2023-09-26T15:34:29.937-0600,Ajuste en proceso de lectura de conciliaciones de Anexo
ADI,Investor,ADI-8883,Finalizada,Highest,2023-09-26T11:16:20.044-0600,Generar comunicado de registro de beneficiarios
ADI,Investor,ADI-8882,Finalizada,Highest,2023-09-26T11:07:31.817-0600,Crear una consulta general de cálculos de distribución
ADI,Investor,ADI-8881,Finalizada,Highest,2023-09-26T10:56:49.049-0600,Ajustar flujo de efectivo diario
ADI,Investor,ADI-8879,Tareas por hacer,Highest,2023-09-26T10:26:49.233-0600,Crear segregación en mantenimiento de roles y usuarios
OS,OPC Squad,OS-10624,Finalizada,Highest,2023-09-25T10:01:03.585-0600,Liquidaciones por adelanto de pensión
PP,Bug Hunters,PP-9796,Finalizada,Highest,2023-09-21T09:21:06.468-0600,Ajuste en consulta 241 ajuste 2
ET,BitCode Team,ET-13911,Finalizada,Highest,2023-09-20T14:21:29.858-0600,Migrar Java 17 MS Settle
ET,BitCode Team,ET-13910,Finalizada,Highest,2023-09-20T14:21:08.067-0600,Migrar Java 17 MS Dispatcher
ET,BitCode Team,ET-13909,Finalizada,Highest,2023-09-20T14:19:41.355-0600,Migrar Java 17 MS Security
ET,BitCode Team,ET-13908,Finalizada,Highest,2023-09-20T14:19:23.889-0600,Migrar Java 17 MS Maitenance
ET,BitCode Team,ET-13907,Finalizada,Highest,2023-09-20T14:19:05.749-0600,Migrar Java 17 MS Payment Method
ET,BitCode Team,ET-13906,Finalizada,Highest,2023-09-20T14:18:29.906-0600,Migrar Java 17 MS Reconciliatión
ET,BitCode Team,ET-13905,Finalizada,Highest,2023-09-20T14:18:06.439-0600,Migrar Java 17 MS CORE
WP,Scrumverse,WP-2511,Finalizada,Highest,2023-09-19T16:56:19.537-0600,Modificar la pantalla de usuario para los tipos de roles
WP,Scrumverse,WP-2509,Finalizada,Highest,2023-09-19T16:52:36.919-0600,Ajuste de datos de tarjeta en reportes 
ADI,Investor,ADI-8827,Finalizada,Highest,2023-09-19T10:46:17.929-0600,Crear conciliación de libro de inversionistas y Contra BNV
WP,Scrumverse,WP-2508,Finalizada,Highest,2023-09-18T09:09:33.660-0600,Ajuste en pantalla de roles
WP,Scrumverse,WP-2505,Finalizada,Highest,2023-09-18T08:53:37.894-0600,Verificación envío de SMS al cliente 
ADI,Investor,ADI-8822,Finalizada,Highest,2023-09-14T14:34:18.200-0600,Ajuste en cálculo de valoración
ET,BitCode Team,ET-13869,Finalizada,Highest,2023-09-13T14:53:45.196-0600,Migrar Java 17 MS S&F
ET,BitCode Team,ET-13865,Finalizada,Highest,2023-09-13T14:40:53.869-0600,MS-FILE desarrollar servicio de gestion de archivos BlobStorage
ADI,Investor,ADI-8819,Finalizada,Highest,2023-09-11T17:08:33.242-0600,Ajuste de distribución Fondo cerrado
ET,BitCode Team,ET-13858,Finalizada,Highest,2023-09-11T15:17:26.419-0600,PU: MS Cierre
ET,BitCode Team,ET-13857,Finalizada,Highest,2023-09-11T15:11:36.695-0600,MS Reconciliation: Continuacion Creación de flujos común conciliaciones Servimas
ET,BitCode Team,ET-13856,Finalizada,Highest,2023-09-11T15:11:10.491-0600,MS Reconciliation: Anidacion de movimientos contables
ET,BitCode Team,ET-13855,Finalizada,Highest,2023-09-11T15:11:02.077-0600,BD: SP determinacion de diferencias de afiliados en comun servimas-baclink
ET,BitCode Team,ET-13853,Finalizada,Highest,2023-09-11T14:21:20.453-0600,Ms Reconciliation: Tarea programada de ejecucion de conciliacion de servimas
ADI,Investor,ADI-8816,Finalizada,Highest,2023-09-11T12:29:24.174-0600,Job ACTUALIZAR_CATEGORIA_RIESGO_MSC con fallos - CRICPPPBLBD1 - DIMSA_PROD
ADI,Investor,ADI-8810,Finalizada,Highest,2023-09-11T09:38:06.729-0600,Ajuste en consulta de rendimientos de fondos
ADI,Investor,ADI-8809,Finalizada,Highest,2023-09-11T09:35:24.911-0600,Ajuste en envió automático de estados de cuenta
ADI,Investor,ADI-8808,Finalizada,Highest,2023-09-11T09:30:18.941-0600,Crear consulta de envíos de vencimientos generales
ADI,Investor,ADI-8807,Finalizada,Highest,2023-09-11T09:28:10.240-0600,Ajuste en bitácora de registro de beneficiaros
ADI,Investor,ADI-8806,Finalizada,Highest,2023-09-11T09:25:13.416-0600,envió de comunicados generales
ADI,Investor,ADI-8805,Finalizada,Highest,2023-09-11T09:22:58.458-0600,Mejoras al proceso de alerta vencimiento de perfil
PP,Bug Hunters,PP-9722,Finalizada,Highest,2023-09-08T09:42:43.330-0600,ajuste en vencimiento de titulos
DFD,Defenders,DFD-4505,Finalizada,Highest,2023-09-07T15:16:35.903-0600,Fix de MSC con relación a APNFD
ADI,Investor,ADI-8798,Finalizada,Highest,2023-09-07T08:42:38.728-0600,Revisar error que causa diferencia en la Suficiencia patrimonial
PP,Bug Hunters,PP-9705,Finalizada,Highest,2023-09-06T17:02:21.203-0600,Ajuste nuevo estado 2 Limitar el proceso de aprobaciones del libro de tesoreria
ET,BitCode Team,ET-13833,Finalizada,Highest,2023-09-06T14:56:58.460-0600,MS Report: Generar excel reporte de diferencias Servimas
ET,BitCode Team,ET-13831,Finalizada,Highest,2023-09-06T14:47:14.962-0600,MS FE Mantenimiento de tabla JOB
ET,BitCode Team,ET-13830,Finalizada,Highest,2023-09-06T14:40:32.617-0600,Migrar Java 17 MS Security Control
ET,BitCode Team,ET-13829,Finalizada,Highest,2023-09-06T14:36:00.612-0600,Soporte y Configuración de convenio de Hacienda en desarrollo
ET,BitCode Team,ET-13827,Finalizada,Highest,2023-09-06T14:19:03.635-0600,Migrar a JAVA 17 MS Audit
ET,BitCode Team,ET-13826,Finalizada,Highest,2023-09-06T14:17:24.365-0600,MSFE: Agregar nuevo parámetros la reporte de pagos de Servimas
DFD,Defenders,DFD-4495,Finalizada,Highest,2023-09-06T10:17:37.028-0600,Crear variables de configuración para el consumo del servicio de consulta ciudadana
WP,Scrumverse,WP-2502,Finalizada,Highest,2023-09-05T16:42:25.771-0600,Mantenimiento CRUD para Salas y Valet
PP,Bug Hunters,PP-9696,Finalizada,Highest,2023-09-05T16:00:00.661-0600,Ajuste en pantalla de tesorería acomodo de pantalla
PP,Bug Hunters,PP-9695,Finalizada,Highest,2023-09-05T15:42:38.296-0600,Generación de constancias de Valores pignorados por Instrumentos
PP,Bug Hunters,PP-9694,Finalizada,Highest,2023-09-05T15:01:25.172-0600,Ajuste en consulta 241
PP,Bug Hunters,PP-9693,Finalizada,Highest,2023-09-05T14:59:11.868-0600,Separación de libro de Operaciones por mercado
PP,Bug Hunters,PP-9690,Finalizada,Highest,2023-09-05T14:57:19.000-0600,Generación de constancias de Valores por Instrumentos
PP,Bug Hunters,PP-9689,Finalizada,Highest,2023-09-05T14:56:10.510-0600,Restricción en Ingreso de Ots Ventas
PP,Bug Hunters,PP-9688,Finalizada,Highest,2023-09-05T14:55:28.810-0600,Restricción de en ingreso de traslados de efectivo
PP,Bug Hunters,PP-9687,Finalizada,Highest,2023-09-05T14:54:58.815-0600,Restricción en registro de ACs
PP,Bug Hunters,PP-9686,Finalizada,Highest,2023-09-05T14:54:26.711-0600,Generación de estados de cuenta de IMS Plus diarios
ADI,Investor,ADI-8784,Finalizada,Highest,2023-08-31T09:01:26.611-0600,solicitar usuario y contraseña en caso de error en envios de comprobantes
OS,OPC Squad,OS-10475,Finalizada,Highest,2023-08-30T11:57:22.879-0600,Dirección para generación archivos Supen MP
DFD,Defenders,DFD-4471,Finalizada,Highest,2023-08-30T09:39:28.428-0600,Agregar Indicador ID Check a la Pantalla de Ficha Documental
PP,Bug Hunters,PP-9653,Finalizada,Highest,2023-08-29T15:31:24.098-0600,Ajuste a proceso de vencimiento de principales
PP,Bug Hunters,PP-9648,Finalizada,Highest,2023-08-29T09:47:54.705-0600,ajuste en saldo disponible ACs
ET,BitCode Team,ET-13823,Finalizada,Highest,2023-08-28T16:31:43.401-0600,BUFFER
ET,BitCode Team,ET-13819,Finalizada,Highest,2023-08-28T16:17:20.451-0600,MS FE: Modificar Endpoints para visualizar estadísticas de Portal en el FE
ET,BitCode Team,ET-13818,Finalizada,Highest,2023-08-28T16:15:49.555-0600,MS Report: BE Modificar Endpoints para visualizar estadísticas de Portal en el FE
ET,BitCode Team,ET-13816,Finalizada,Highest,2023-08-28T16:11:05.908-0600,MS Report: BE reporte de diferencias de servimas.
ET,BitCode Team,ET-13815,Finalizada,Highest,2023-08-28T16:06:18.317-0600,MS Report: ajuste en BE reporte de pagos de servimas para filtrado de afiliados
ET,BitCode Team,ET-13814,Finalizada,Highest,2023-08-28T16:04:03.632-0600,Seguimiento servicio AS400 equipo Bacanos
ET,BitCode Team,ET-13812,Finalizada,Highest,2023-08-28T16:02:12.394-0600,Crear endpoint de descarga de archivos desde el blobStorage
ET,BitCode Team,ET-13811,Finalizada,Highest,2023-08-28T16:00:56.063-0600,Adecuar tabla de reconciliatión Servimas
ET,BitCode Team,ET-13809,Finalizada,Highest,2023-08-28T15:53:01.658-0600,Pase: MS Cierre
DFD,Defenders,DFD-4442,Finalizada,Highest,2023-08-25T11:58:03.024-0600,"Cálculo de Riesgo para Fuente de Ingreso ""Otros"""
DFD,Defenders,DFD-4440,Finalizada,Highest,2023-08-25T11:24:57.749-0600,Buffer
ET,BitCode Team,ET-13768,Finalizada,Highest,2023-08-24T15:51:26.168-0600,modificar las cargas y recargas de datos que se hacen desde el cri400c para conciliaciones  BD
ET,BitCode Team,ET-13767,Finalizada,Highest,2023-08-24T15:51:16.056-0600,Servicios de BE para reejecutar el cierre parte2 siguiente sprint
ET,BitCode Team,ET-13766,Finalizada,Highest,2023-08-24T15:51:04.058-0600,Servicios de BE para reejecutar el cierre parte1
ET,BitCode Team,ET-13765,Finalizada,Highest,2023-08-24T15:50:03.830-0600,Opciones para reejecutar cirre por afiliado
ET,BitCode Team,ET-13764,Finalizada,Highest,2023-08-24T15:49:44.978-0600,Servicios de BE para poder ver el status del cierre
ET,BitCode Team,ET-13763,Finalizada,Highest,2023-08-24T15:49:32.453-0600,Pantalla nueva para ver el status del cierre de cada afiliado por fecha
ET,BitCode Team,ET-13762,Finalizada,Highest,2023-08-24T15:48:59.225-0600,BE agregar servicios para reejecutar migracion
ET,BitCode Team,ET-13761,Finalizada,Highest,2023-08-24T15:48:49.750-0600,Front adicionar acciones y opciones para reejecutar migracion
ET,BitCode Team,ET-13760,Finalizada,Highest,2023-08-24T15:48:39.589-0600,Front end consumir endpoint para tener resultado flag react
ET,BitCode Team,ET-13759,Finalizada,Highest,2023-08-24T15:47:34.903-0600,-Servicio para consultar parámetro en BE java
ET,BitCode Team,ET-13758,Finalizada,Highest,2023-08-24T15:47:24.840-0600,dejar un parámetro si todo esta bien BD
ET,BitCode Team,ET-13757,Finalizada,Highest,2023-08-24T15:47:06.399-0600,Hacer match con la tabla payment  SQL Job
ET,BitCode Team,ET-13756,Finalizada,Highest,2023-08-24T15:46:45.910-0600,consultar contra 910 cantidad 11:20pm   SQL Job
ET,BitCode Team,ET-13755,Finalizada,Highest,2023-08-24T15:46:19.195-0600,Revisar microservicio settle y ajustes de programación
OS,OPC Squad,OS-10454,Finalizada,Highest,2023-08-24T14:52:20.070-0600,Optimización validación cuentas IBAN BESOLICI
ADI,Investor,ADI-8761,Finalizada,Highest,2023-08-24T13:59:55.630-0600,Ajuste prima descuento asiento 49
ET,BitCode Team,ET-13754,Finalizada,Highest,2023-08-24T10:38:33.804-0600,MS-SETTLE ajuste en envió de correo con archivo adjunto 
PP,Bug Hunters,PP-9625,Finalizada,Highest,2023-08-24T09:52:17.600-0600,Crear históricos de operaciones migradas de la comercializadora #2
ADI,Investor,ADI-8759,Tareas por hacer,Highest,2023-08-23T18:55:24.814-0600,Anulación de ordenes de inversión y retiros 
DFD,Defenders,DFD-4431,Finalizada,Highest,2023-08-23T13:39:44.969-0600,Paquete APNFD (Coliand)
OS,OPC Squad,OS-10443,Finalizada,Highest,2023-08-23T11:20:13.999-0600,Ajuste en validación FOCTAGES
DFD,Defenders,DFD-4429,Finalizada,Highest,2023-08-23T11:02:08.432-0600,Habilitar el panel de pensionado nacional en el paso 5 (Parte 2)
DFD,Defenders,DFD-4428,Finalizada,Highest,2023-08-23T10:58:43.688-0600,Clientes PEP Jurídico en Creación de Cuenta (Parte 2)
DFD,Defenders,DFD-4427,Finalizada,Highest,2023-08-23T10:54:50.386-0600,Proceso de actualización de clientes modificados (Parte 2)
PP,Bug Hunters,PP-9609,Finalizada,Highest,2023-08-22T17:04:23.341-0600,Conciliación de Anexo 62 parte 3 **
